Timestamp,A0 (V),A1 (V),A2 (V),A3 (V),B0 (V),B1 (V),B2 (V),B3 (V),Temperature (C),Humidity (%)
2025-02-20 22:49:30,2.144875,2.16325,2.161,2.15025,2.15725,2.14125,2.132875,2.137625,29.438400268554688,74.16801452636719

2025-02-20 22:49:32,2.148625,2.162875,2.169,2.1505,2.1565,2.1426250000000002,2.132125,2.143125,29.43859100341797,73.98452758789062

2025-02-20 22:49:33,2.167125,2.168125,2.187375,2.158125,2.1745,2.1513750000000003,2.14475,2.14725,29.439926147460938,73.74420166015625

2025-02-20 22:49:34,2.15125,2.16125,2.173625,2.142125,2.161125,2.137125,2.13425,2.114625,29.42218780517578,73.55003356933594

2025-02-20 22:49:35,2.13275,2.16,2.162375,2.141125,2.157375,2.13875,2.133875,2.139125,29.41913604736328,73.33860397338867

2025-02-20 22:49:36,2.148,2.16175,2.164375,2.15275,2.156625,2.14175,2.1313750000000002,2.14025,29.41608428955078,73.16570281982422

2025-02-20 22:49:37,2.149625,2.15575,2.171125,2.1270000000000002,2.159125,2.14,2.133875,2.14275,29.41112518310547,73.01759719848633

2025-02-20 22:49:39,2.167625,2.174125,2.18375,2.159125,2.17125,2.152875,2.144125,2.155875,29.41741943359375,72.87912368774414

2025-02-20 22:49:40,2.153375,2.1586250000000002,2.170875,2.14275,2.162375,2.1375,2.1335,2.1353750000000002,29.39624786376953,72.72462844848633

2025-02-20 22:49:41,2.1466250000000002,2.161,2.167125,2.1437500000000003,2.16025,2.139125,2.1355,2.1353750000000002,29.43401336669922,72.66054153442383

2025-02-20 22:49:42,2.1445,2.1590000000000003,2.166,2.14925,2.157,2.142125,2.1315,2.14175,29.41303253173828,72.64213562011719

2025-02-20 22:49:43,2.150125,2.16125,2.16925,2.14575,2.15925,2.14075,2.132875,2.1405,29.42523956298828,72.60627746582031

2025-02-20 22:49:44,2.12825,2.14725,2.151875,2.121,2.146125,2.154,2.142875,2.156,29.43115234375,72.6445198059082

2025-02-20 22:49:46,2.1485,2.162875,2.168375,2.147125,2.1622500000000002,2.13825,2.137125,2.13625,29.415321350097656,72.6496696472168

2025-02-20 22:49:47,2.1465,2.1635,2.15925,2.148625,2.15575,2.140625,2.1285,2.14025,29.41570281982422,72.62763977050781

2025-02-20 22:49:48,2.154375,2.160375,2.169125,2.149625,2.1585,2.140375,2.1310000000000002,2.14325,29.416656494140625,72.64566421508789

2025-02-20 22:49:49,2.15225,2.156875,2.172875,2.136875,2.163375,2.136625,2.1355,2.13525,29.42371368408203,72.62105941772461

2025-02-20 22:49:50,2.158875,2.1765,2.177625,2.164125,2.1702500000000002,2.1545,2.145625,2.1550000000000002,29.43096160888672,72.76105880737305

2025-02-20 22:49:51,2.146375,2.160375,2.163375,2.14775,2.159125,2.138125,2.136875,2.138375,29.430770874023438,72.82381057739258

2025-02-20 22:49:53,2.145125,2.16475,2.16425,2.1505,2.155875,2.142125,2.132,2.1430000000000002,29.4281005859375,72.71690368652344

2025-02-20 22:49:54,2.15025,2.16025,2.1735,2.1430000000000002,2.159125,2.140125,2.133,2.1425,29.426956176757812,72.73283004760742

2025-02-20 22:49:55,2.152125,2.161,2.171875,2.137875,2.154375,2.132875,2.134875,2.12625,29.417991638183594,72.80111312866211

2025-02-20 22:49:56,2.156375,2.174125,2.172,2.1625,2.147625,2.15375,2.14275,2.15325,29.429244995117188,72.72186279296875

2025-02-20 22:49:57,2.15525,2.174125,2.175375,2.1626250000000002,2.126625,2.149625,2.1393750000000002,2.154,29.420852661132812,72.6740837097168

2025-02-20 22:49:58,2.148125,2.156625,2.17,2.1375,2.116625,2.13425,2.134875,2.127125,29.44011688232422,73.02093505859375

2025-02-20 22:50:00,2.14225,2.16125,2.16325,2.14525,2.095625,2.13725,2.12825,2.138875,29.463958740234375,73.5452651977539

2025-02-20 22:50:01,2.1470000000000002,2.1593750000000003,2.16375,2.145125,2.07825,2.14025,2.13,2.143625,29.471588134765625,74.03621673583984

2025-02-20 22:50:02,2.153,2.1550000000000002,2.1715,2.13725,2.0785,2.133125,2.1317500000000003,2.1325,29.494476318359375,74.6490478515625

2025-02-20 22:50:03,2.158125,2.165625,2.176,2.16175,2.0725000000000002,2.149125,2.1385,2.1535,29.483413696289062,75.15554428100586

2025-02-20 22:50:04,2.1615,2.173375,2.176875,2.1585,2.053875,2.153875,2.1405,2.157,29.513168334960938,75.70734024047852

2025-02-20 22:50:05,2.14975,2.157875,2.1685,2.1415,2.020625,2.133125,2.13275,2.13,29.5440673828125,76.09586715698242

2025-02-20 22:50:07,2.1390000000000002,2.162125,2.16375,2.148625,1.979625,2.137375,2.1273750000000002,2.13925,29.551124572753906,76.66168212890625

2025-02-20 22:50:08,2.147125,2.156375,2.1685,2.138875,1.965125,2.1395,2.13,2.141375,29.552078247070312,77.0970344543457

2025-02-20 22:50:09,2.15625,2.15475,2.17125,2.137875,1.939375,2.13225,2.131125,2.13075,29.569625854492188,77.53400802612305

2025-02-20 22:50:10,2.154375,2.17525,2.174875,2.1590000000000003,1.9468750000000001,2.15425,2.1385,2.149125,29.60205078125,77.75611877441406

2025-02-20 22:50:11,2.1405,2.1593750000000003,2.16025,2.1445,1.9388750000000001,2.134875,2.13375,2.134875,29.620742797851562,78.06577682495117

2025-02-20 22:50:12,2.1425,2.162125,2.162875,2.1430000000000002,1.90825,2.1397500000000003,2.127125,2.141875,29.60052490234375,78.03621292114258

2025-02-20 22:50:14,2.15075,2.157375,2.1685,2.140375,1.880125,2.137875,2.13025,2.1426250000000002,29.616355895996094,78.0740737915039

2025-02-20 22:50:15,2.157375,2.1595,2.166375,2.14025,1.86825,2.132125,2.13425,2.129375,29.630088806152344,78.02629470825195

2025-02-20 22:50:16,2.15625,2.175375,2.1755,2.162875,1.875375,2.1505,2.1405,2.150125,29.630088806152344,78.03192138671875

2025-02-20 22:50:17,2.138375,2.16025,2.166125,2.1405,1.8645,2.137,2.133125,2.1353750000000002,29.619407653808594,77.58359909057617

2025-02-20 22:50:18,2.147625,2.158375,2.16575,2.1495,1.86325,2.1426250000000002,2.128375,2.1437500000000003,29.63085174560547,77.19764709472656

2025-02-20 22:50:19,2.15975,2.15525,2.16825,2.14,1.8691250000000001,2.132125,2.133125,2.13375,29.64324951171875,77.25772857666016

2025-02-20 22:50:21,2.1445,2.160375,2.166,2.14675,1.866125,2.137625,2.134125,2.137375,29.645729064941406,77.41079330444336

2025-02-20 22:50:22,2.161875,2.1715,2.185,2.152125,1.88025,2.14675,2.1433750000000003,2.1435,29.64344024658203,77.28996276855469

2025-02-20 22:50:23,2.132125,2.14475,2.15075,2.138,1.849,2.125,2.113875,2.12625,29.650306701660156,77.11305618286133

2025-02-20 22:50:24,2.139125,2.141875,2.153625,2.137125,1.8547500000000001,2.118875,2.118,2.11725,29.640769958496094,76.94082260131836

2025-02-20 22:50:25,2.132,2.1385,2.153625,2.148,1.856625,2.121875,2.12125,2.117875,29.64344024658203,76.87673568725586

2025-02-20 22:50:26,2.128375,2.142875,2.1495,2.162375,1.8507500000000001,2.126,2.114625,2.125125,29.63733673095703,76.89361572265625

2025-02-20 22:50:28,2.154875,2.158125,2.17675,2.187375,1.87125,2.1375,2.1355,2.132125,29.648590087890625,76.96123123168945

2025-02-20 22:50:29,2.1350000000000002,2.145375,2.1515,2.193375,1.8555000000000001,2.12675,2.119625,2.1315,29.651260375976562,77.18276977539062

2025-02-20 22:50:30,2.1435,2.14525,2.164375,2.206375,1.855,2.120875,2.1237500000000002,2.119,29.671669006347656,77.32906341552734

2025-02-20 22:50:31,2.132,2.143625,2.151875,2.218875,1.85525,2.125875,2.120625,2.12225,29.674148559570312,77.18019485473633

2025-02-20 22:50:32,2.11625,2.137625,2.14225,2.235,1.8425,2.11925,2.1055,2.119625,29.65545654296875,76.67169570922852

2025-02-20 22:50:33,2.13725,2.15025,2.16425,2.261625,1.858625,2.126625,2.125375,2.126375,29.661178588867188,76.171875

2025-02-20 22:50:35,2.124,2.131625,2.141625,2.26825,1.842875,2.111875,2.10575,2.11525,29.63085174560547,75.67358016967773

2025-02-20 22:50:36,2.124375,2.128875,2.14725,2.29,1.847875,2.10875,2.10975,2.109,29.616737365722656,75.26817321777344

2025-02-20 22:50:37,2.121125,2.14075,2.14325,2.317,1.845875,2.1145,2.1095,2.1145,29.596328735351562,74.87831115722656

2025-02-20 22:50:38,2.12025,2.141125,2.145375,2.3415,1.845625,2.1205,2.108625,2.11675,29.595184326171875,74.62406158447266

2025-02-20 22:50:39,2.146,2.15475,2.17,2.372375,1.867,2.133625,2.13275,2.134875,29.607391357421875,74.5340347290039

2025-02-20 22:50:41,2.1357500000000003,2.136875,2.150875,2.370625,1.851875,2.121,2.11625,2.121875,29.590797424316406,74.4832992553711

2025-02-20 22:50:42,2.136125,2.143625,2.155125,2.3655,1.853875,2.118375,2.1157500000000002,2.115625,29.615020751953125,74.30057525634766

2025-02-20 22:50:43,2.122,2.14325,2.146875,2.387375,1.849375,2.120375,2.114,2.119,29.598236083984375,73.95868301391602

2025-02-20 22:50:44,2.13675,2.1315,2.14975,2.3945,1.854375,2.1315,2.073375,2.1285,29.590797424316406,73.62260818481445

2025-02-20 22:50:45,2.160375,2.164,2.18025,2.411125,1.875375,2.144375,2.1365,2.145125,29.592132568359375,73.43769073486328

2025-02-20 22:50:46,2.1470000000000002,2.1515,2.1622500000000002,2.39525,1.860125,2.130125,2.125375,2.13425,29.59270477294922,73.19345474243164

2025-02-20 22:50:48,2.141875,2.1505,2.27975,2.3875,1.858875,2.130875,2.122875,2.13025,29.57935333251953,72.93148040771484

2025-02-20 22:50:49,2.1313750000000002,2.1546250000000002,2.144,2.3977500000000003,1.858125,2.13025,2.12075,2.1245,29.567718505859375,72.8118896484375

2025-02-20 22:50:50,2.1425,2.11625,2.1165,2.34125,1.85775,2.134125,2.099,2.136375,29.551124572753906,72.58319854736328

2025-02-20 22:50:51,2.158,2.16175,2.121125,2.40025,1.875375,2.140375,2.141625,2.142375,29.56867218017578,72.55849838256836

2025-02-20 22:50:52,2.1445,2.14625,2.08525,2.396,1.86125,2.133375,2.124375,2.138375,29.56676483154297,72.45759963989258

2025-02-20 22:50:53,2.148,2.14825,2.08675,2.388875,1.864,2.127875,2.127125,2.12525,29.561614990234375,72.31254577636719

2025-02-20 22:50:55,2.138375,2.1546250000000002,2.1,2.386125,1.861875,2.13,2.1270000000000002,2.130375,29.53929901123047,72.19219207763672

2025-02-20 22:50:56,2.141625,2.158125,2.119625,2.4090000000000003,1.8587500000000001,2.138,2.11725,2.1393750000000002,29.532432556152344,72.08175659179688

2025-02-20 22:50:57,2.15925,2.160375,2.167125,2.404875,1.873625,2.14,2.1395,2.141625,29.53624725341797,72.00393676757812

2025-02-20 22:50:58,2.144375,2.145625,2.178125,2.39725,1.8605,2.130875,2.1233750000000002,2.134375,29.53624725341797,71.94042205810547

2025-02-20 22:50:59,2.1415,2.1515,2.206375,2.3937500000000003,1.864625,2.123625,2.127875,2.12525,29.522132873535156,71.85029983520508

2025-02-20 22:51:00,2.1405,2.155625,2.2175000000000002,2.399,1.86175,2.1313750000000002,2.127125,2.125125,29.520225524902344,71.76361083984375

2025-02-20 22:51:02,2.1353750000000002,2.1555,2.23025,2.40475,1.856625,2.134125,2.12175,2.134125,29.529762268066406,71.75912857055664

2025-02-20 22:51:03,2.15575,2.163125,2.2885,2.407875,1.8760000000000001,2.1355,2.139625,2.1375,29.5440673828125,71.7428207397461

2025-02-20 22:51:04,2.149375,2.1665,2.30575,2.4085,1.87375,2.141125,2.141375,2.134,29.56066131591797,71.77610397338867

2025-02-20 22:51:05,2.134875,2.1555,2.2995,2.4055,1.857375,2.133375,2.12275,2.134125,29.58221435546875,71.87070846557617

2025-02-20 22:51:06,2.14525,2.1510000000000002,2.294875,2.401125,1.858875,2.13475,2.12475,2.137625,29.553794860839844,71.83942794799805

2025-02-20 22:51:07,2.150125,2.1510000000000002,2.27375,2.3955,1.863875,2.129625,2.127625,2.13075,29.582977294921875,71.8618392944336

2025-02-20 22:51:09,2.144625,2.15025,2.291375,2.396875,1.866625,2.129625,2.1295,2.1273750000000002,29.578781127929688,71.90656661987305

2025-02-20 22:51:10,2.15025,2.170375,2.316375,2.42075,1.86975,2.149125,2.140125,2.146125,29.58545684814453,71.95873260498047

2025-02-20 22:51:11,2.1397500000000003,2.15925,2.32275,2.399875,1.862875,2.133875,2.128875,2.128125,29.586029052734375,71.91658020019531

2025-02-20 22:51:12,2.1375,2.158,2.350375,2.40475,1.8587500000000001,2.135875,2.12225,2.134875,29.594802856445312,71.87910079956055

2025-02-20 22:51:13,2.1425,2.153375,2.375125,2.400125,1.858,2.134125,2.125875,2.138125,29.581832885742188,71.75941467285156

2025-02-20 22:51:14,2.14875,2.15175,2.39925,2.395625,1.863625,2.1295,2.129,2.12425,29.55341339111328,71.68655395507812

2025-02-20 22:51:16,2.158125,2.165625,2.412125,2.419375,1.8711250000000001,2.1495,2.137625,2.151875,29.547882080078125,71.66109085083008

2025-02-20 22:51:17,2.145875,2.155125,2.372875,2.3937500000000003,1.864625,2.1285,2.129875,2.1273750000000002,29.551124572753906,71.67654037475586

2025-02-20 22:51:18,2.126,2.142,2.360125,2.390125,1.852,2.1215,2.109,2.117375,29.56409454345703,71.67501449584961

2025-02-20 22:51:19,2.106875,2.141625,2.351125,2.38775,1.841375,2.119625,2.105875,2.119875,29.56066131591797,71.60215377807617

2025-02-20 22:51:20,2.113125,2.142875,2.3625000000000003,2.391125,1.846625,2.123,2.1135,2.126875,29.576492309570312,71.55475616455078

2025-02-20 22:51:21,2.089375,2.157375,2.386875,2.40225,1.869,2.136625,2.1317500000000003,2.134125,29.559326171875,71.54712677001953

2025-02-20 22:51:23,2.011125,2.133375,2.361,2.38225,1.850125,2.12,2.113375,2.12175,29.570388793945312,71.49200439453125

2025-02-20 22:51:24,1.97425,2.14075,2.3693750000000002,2.377875,1.852625,2.11725,2.11725,2.11625,29.580116271972656,71.57974243164062

2025-02-20 22:51:25,1.922375,2.14475,2.37075,2.391625,1.858875,2.12225,2.121875,2.114875,29.594802856445312,71.7646598815918

2025-02-20 22:51:26,1.86625,2.148625,2.363875,2.394625,1.853375,2.124375,2.12,2.12025,29.603195190429688,71.8663215637207

2025-02-20 22:51:27,1.85775,2.165125,2.38375,2.40775,1.868625,2.133,2.133625,2.131125,29.58965301513672,72.02091217041016

2025-02-20 22:51:28,1.852125,2.165375,2.38125,2.415375,1.8685,2.143125,2.130625,2.13525,29.60681915283203,71.97151184082031

2025-02-20 22:51:30,1.839375,2.1485,2.361,2.395125,1.855875,2.125125,2.123625,2.1255,29.608917236328125,71.95720672607422

2025-02-20 22:51:31,1.83875,2.15125,2.3595,2.4006250000000002,1.85325,2.13,2.118875,2.129,29.601097106933594,71.82788848876953

2025-02-20 22:51:32,1.841875,2.145,2.368125,2.3995,1.854625,2.131875,2.120625,2.1335,29.601287841796875,71.73042297363281

2025-02-20 22:51:33,1.849625,2.146,2.374,2.3895,1.85975,2.125125,2.121625,2.126375,29.595947265625,71.6273307800293

2025-02-20 22:51:34,1.857625,2.164125,2.385125,2.411875,1.8687500000000001,2.14325,2.133875,2.147125,29.57477569580078,71.49467468261719

2025-02-20 22:51:35,1.847,2.147625,2.377625,2.390375,1.860125,2.12,2.1237500000000002,2.124,29.58698272705078,71.37737274169922

2025-02-20 22:51:37,1.849,2.15,2.372875,2.3933750000000003,1.8615,2.125875,2.12625,2.123,29.569053649902344,71.2759017944336

2025-02-20 22:51:38,1.84225,2.152125,2.362875,2.3955,1.855625,2.12875,2.12325,2.127875,29.553604125976562,71.20952606201172

2025-02-20 22:51:39,1.846125,2.150125,2.3661250000000003,2.40075,1.8555000000000001,2.13275,2.118625,2.134375,29.570960998535156,71.28477096557617

2025-02-20 22:51:40,1.914625,2.164875,2.3937500000000003,2.40725,1.87575,2.14125,2.1426250000000002,2.14275,29.592132568359375,71.2860107421875

2025-02-20 22:51:41,1.93825,2.147125,2.373125,2.40275,1.85975,2.1335,2.123625,2.138375,29.583740234375,71.34552001953125

2025-02-20 22:51:42,1.9905,2.14825,2.378,2.393875,1.861625,2.1255,2.1270000000000002,2.13075,29.595184326171875,71.39577865600586

2025-02-20 22:51:44,1.996875,2.152625,2.329,2.392375,1.835375,2.127875,2.129125,2.125125,29.617881774902344,71.32863998413086

2025-02-20 22:51:45,2.0568750000000002,2.1585,2.374375,2.403,1.86425,2.13375,2.132625,2.12725,29.586219787597656,71.26235961914062

2025-02-20 22:51:46,2.110375,2.172625,2.3890000000000002,2.421375,1.8745,2.144625,2.1375,2.141875,29.601287841796875,71.21667861938477

2025-02-20 22:51:47,2.12575,2.157125,2.375125,2.40175,1.864875,2.132125,2.131625,2.1305,29.58984375,71.12150192260742

2025-02-20 22:51:48,2.158125,2.15525,2.37475,2.4090000000000003,1.859875,2.13725,2.12625,2.1355,29.619407653808594,71.10471725463867

2025-02-20 22:51:49,2.1855,2.1555,2.3741250000000003,2.405625,1.86125,2.133625,2.1225,2.1355,29.60662841796875,71.01917266845703

2025-02-20 22:51:51,2.215625,2.15325,2.380375,2.397625,1.8635,2.1335,2.128875,2.136125,29.60948944091797,70.96338272094727

2025-02-20 22:51:52,2.245,2.161375,2.393625,2.4166250000000002,1.873375,2.149375,2.1397500000000003,2.153,29.63123321533203,70.91426849365234

2025-02-20 22:51:53,2.24675,2.1466250000000002,2.38075,2.389625,1.86025,2.12525,2.128,2.125,29.62207794189453,70.83978652954102

2025-02-20 22:51:54,2.1782500000000002,2.113,2.35,2.316125,1.791125,2.07525,2.0825,2.0685000000000002,29.628944396972656,70.82090377807617

